Date,Open,High,Low,Close,Adj Close,Volume
1978-10-17,8.313301,8.333333,8.253205,8.293269,2.277647,796848
1978-10-18,8.293269,8.353365,8.213141,8.253205,2.266644,539760
1978-10-19,8.253205,8.273237,8.153045,8.153045,2.239139,574080
1978-10-20,8.153045,8.153045,7.952724,7.972756,2.189623,1940640
1978-10-23,7.972756,7.992788,7.772436,7.872596,2.162115,2144064
1978-10-24,7.872596,7.912660,7.772436,7.772436,2.134607,1135056
1978-10-25,7.772436,7.832532,7.692308,7.792468,2.140109,1020240
1978-10-26,7.792468,7.812500,7.672276,7.692308,2.112600,1019616
1978-10-27,7.692308,7.752404,7.632212,7.652244,2.101599,897312
1978-10-30,7.652244,7.772436,7.371795,7.772436,2.134607,1257984
1978-10-31,7.772436,7.812500,7.612179,7.612179,2.090594,758784
1978-11-01,7.772436,8.173077,7.772436,8.133013,2.233636,1306032
1978-11-02,8.052885,8.052885,7.732372,7.772436,2.134607,1967472
1978-11-03,7.772436,7.772436,7.672276,7.692308,2.112600,1130064
1978-11-06,7.692308,7.752404,7.652244,7.652244,2.101599,753168
1978-11-07,7.652244,7.712340,7.612179,7.692308,2.112600,1058928
1978-11-08,7.692308,7.692308,7.592147,7.692308,2.112600,695136
1978-11-09,7.692308,7.832532,7.652244,7.752404,2.129106,649584
1978-11-10,7.752404,7.892628,7.712340,7.772436,2.134607,602160
1978-11-13,7.752404,7.752404,7.491987,7.491987,2.057585,768768
1978-11-14,7.532051,7.672276,7.532051,7.632212,2.096097,627744
1978-11-15,7.672276,7.832532,7.672276,7.772436,2.134607,751296
1978-11-16,7.772436,7.952724,7.732372,7.892628,2.167617,681408
1978-11-17,7.892628,7.972756,7.812500,7.972756,2.189623,811824
1978-11-20,7.972756,8.052885,7.932692,8.012821,2.200628,453648
1978-11-21,8.012821,8.012821,7.932692,7.952724,2.184121,408720
1978-11-22,7.952724,7.972756,7.912660,7.932692,2.178621,618384
1978-11-24,7.932692,7.972756,7.852564,7.972756,2.189623,328224
1978-11-27,7.972756,7.972756,7.872596,7.932692,2.178621,296400
1978-11-28,7.932692,7.952724,7.752404,7.852564,2.156613,295152
1978-11-29,7.812500,7.812500,7.712340,7.712340,2.118102,357552
1978-11-30,7.592147,7.592147,7.471955,7.552083,2.102488,846768
1978-12-01,7.632212,7.792468,7.632212,7.732372,2.152680,643344
1978-12-04,7.732372,7.812500,7.712340,7.752404,2.158257,503568
1978-12-05,7.752404,7.832532,7.752404,7.812500,2.174987,587808
1978-12-06,7.812500,7.932692,7.792468,7.832532,2.180563,988416
1978-12-07,7.832532,7.872596,7.772436,7.792468,2.169411,335712
1978-12-08,7.792468,7.792468,7.692308,7.732372,2.152680,508560
1978-12-11,7.732372,7.852564,7.732372,7.832532,2.180563,379392
1978-12-12,7.832532,7.832532,7.712340,7.732372,2.152680,340704
1978-12-13,7.732372,7.772436,7.512019,7.532051,2.096910,455520
1978-12-14,7.532051,7.632212,7.532051,7.612179,2.119218,424944
1978-12-15,7.612179,7.612179,7.512019,7.532051,2.096910,454272
1978-12-18,7.512019,7.512019,7.371795,7.411859,2.063449,836160
1978-12-19,7.411859,7.451923,7.331731,7.411859,2.063449,687024
1978-12-20,7.411859,7.532051,7.391827,7.491987,2.085756,551616
1978-12-21,7.491987,7.572115,7.371795,7.471955,2.080179,518544
1978-12-22,7.471955,7.632212,7.431891,7.612179,2.119218,354432
1978-12-26,7.612179,7.712340,7.491987,7.712340,2.147103,549120
1978-12-27,7.712340,7.712340,7.632212,7.652244,2.130372,808704
1978-12-28,7.652244,7.652244,7.512019,7.592147,2.113641,419328
1978-12-29,7.592147,7.632212,7.532051,7.552083,2.102488,484224
1979-01-02,7.552083,7.652244,7.491987,7.532051,2.096910,478608
1979-01-03,7.552083,7.692308,7.552083,7.672276,2.135949,908544
1979-01-04,7.912660,7.912660,7.692308,7.832532,2.180563,1161888
1979-01-05,7.832532,7.912660,7.812500,7.852564,2.186140,852384
1979-01-08,7.852564,7.852564,7.772436,7.832532,2.180563,429312
1979-01-09,7.832532,7.932692,7.812500,7.892628,2.197294,600912
1979-01-10,7.892628,7.912660,7.832532,7.852564,2.186140,525408
1979-01-11,7.852564,7.852564,7.792468,7.812500,2.174987,499824
1979-01-12,7.892628,8.012821,7.892628,7.892628,2.197294,922896
1979-01-15,7.932692,8.012821,7.932692,8.012821,2.230756,444288
1979-01-16,8.012821,8.052885,7.912660,7.912660,2.202871,833040
1979-01-17,7.912660,7.912660,7.792468,7.872596,2.191718,759408
1979-01-18,7.872596,7.932692,7.812500,7.892628,2.197294,480480
1979-01-19,7.932692,7.992788,7.932692,7.952724,2.214026,555984
1979-01-22,7.952724,7.972756,7.832532,7.892628,2.197294,730704
1979-01-23,7.892628,7.972756,7.872596,7.892628,2.197294,494832
1979-01-24,7.892628,8.032853,7.872596,7.912660,2.202871,839904
1979-01-25,7.932692,8.072917,7.932692,8.032853,2.236333,1289808
1979-01-26,8.032853,8.072917,7.972756,7.992788,2.225178,764400
1979-01-29,7.992788,8.012821,7.912660,7.952724,2.214026,670176
1979-01-30,7.952724,7.952724,7.872596,7.872596,2.191718,471120
1979-01-31,7.872596,7.872596,7.712340,7.732372,2.152680,759408
1979-02-01,7.732372,7.752404,7.672276,7.752404,2.158257,625248
1979-02-02,7.752404,7.772436,7.632212,7.672276,2.135949,699504
1979-02-05,7.632212,7.632212,7.491987,7.532051,2.096910,639600
1979-02-06,7.532051,7.572115,7.512019,7.532051,2.096910,692640
1979-02-07,7.532051,7.532051,7.451923,7.451923,2.074602,851136
1979-02-08,7.451923,7.512019,7.431891,7.431891,2.069026,984672
1979-02-09,7.431891,7.471955,7.371795,7.411859,2.063449,954096
1979-02-12,7.411859,7.512019,7.391827,7.451923,2.074602,609024
1979-02-13,7.451923,7.552083,7.451923,7.451923,2.074602,1455792
1979-02-14,7.451923,7.552083,7.451923,7.491987,2.085756,1058928
1979-02-15,7.491987,7.491987,7.431891,7.491987,2.085756,398736
1979-02-16,7.491987,7.532051,7.471955,7.512019,2.091334,358800
1979-02-20,7.512019,7.652244,7.471955,7.652244,2.130372,751920
1979-02-21,7.652244,7.912660,7.512019,7.552083,2.102488,897312
1979-02-22,7.552083,7.612179,7.512019,7.572115,2.108065,1042704
1979-02-23,7.532051,7.532051,7.491987,7.491987,2.085756,748176
1979-02-26,7.491987,7.552083,7.451923,7.491987,2.085756,650208
1979-02-27,7.491987,7.491987,7.391827,7.411859,2.063449,683904
1979-02-28,7.411859,7.411859,7.291667,7.371795,2.081550,865488
1979-03-01,7.371795,7.431891,7.351763,7.431891,2.098519,554112
1979-03-02,7.431891,7.431891,7.351763,7.351763,2.075894,578448
1979-03-05,7.371795,7.512019,7.371795,7.411859,2.092864,1297920
1979-03-06,7.411859,7.471955,7.411859,7.451923,2.104173,821184
1979-03-07,7.451923,7.491987,7.411859,7.451923,2.104173,934128
1979-03-08,7.451923,7.532051,7.411859,7.512019,2.121145,1547520
1979-03-09,7.512019,7.572115,7.491987,7.491987,2.115487,1054560
1979-03-12,7.491987,7.552083,7.331731,7.552083,2.132457,614640
1979-03-13,7.552083,7.612179,7.491987,7.552083,2.132457,817440
1979-03-14,7.552083,7.592147,7.532051,7.552083,2.132457,370032
1979-03-15,7.552083,7.652244,7.552083,7.592147,2.143769,648960
1979-03-16,7.592147,7.692308,7.552083,7.692308,2.172051,927264
1979-03-19,7.692308,7.772436,7.652244,7.732372,2.183365,672672
1979-03-20,7.732372,7.752404,7.652244,7.672276,2.166396,582816
1979-03-21,7.672276,7.732372,7.652244,7.712340,2.177709,860496
1979-03-22,7.732372,7.812500,7.732372,7.752404,2.189021,1025856
1979-03-23,7.752404,7.912660,7.732372,7.812500,2.205990,594048
1979-03-26,7.812500,7.812500,7.732372,7.752404,2.189021,468000
1979-03-27,7.752404,7.952724,7.712340,7.952724,2.245585,873600
1979-03-28,7.952724,7.952724,7.832532,7.832532,2.211646,858000
1979-03-29,7.832532,7.892628,7.712340,7.732372,2.183365,799344
1979-03-30,7.732372,7.772436,7.652244,7.692308,2.172051,844272
1979-04-02,7.612179,7.612179,7.512019,7.572115,2.138113,1013376
1979-04-03,7.572115,7.672276,7.572115,7.652244,2.160739,1106352
1979-04-04,7.652244,7.752404,7.652244,7.652244,2.160739,1154400
1979-04-05,7.652244,7.672276,7.592147,7.652244,2.160739,693264
1979-04-06,7.652244,7.652244,7.592147,7.652244,2.160739,640848
1979-04-09,7.652244,7.672276,7.612179,7.632212,2.155082,476736
1979-04-10,7.652244,7.792468,7.652244,7.752404,2.189021,842400
1979-04-11,7.752404,7.812500,7.692308,7.772436,2.194678,827424
1979-04-12,7.772436,7.812500,7.692308,7.772436,2.194678,678912
1979-04-16,7.772436,7.772436,7.712340,7.752404,2.189021,599664
1979-04-17,7.752404,7.772436,7.692308,7.692308,2.172051,748800
1979-04-18,7.712340,7.772436,7.712340,7.732372,2.183365,579072
1979-04-19,7.732372,7.772436,7.692308,7.692308,2.172051,628368
1979-04-20,7.692308,7.712340,7.652244,7.692308,2.172051,610896
1979-04-23,7.692308,7.792468,7.652244,7.792468,2.200334,879216
1979-04-24,7.792468,7.912660,7.752404,7.852564,2.217302,736320
1979-04-25,7.852564,7.972756,7.812500,7.952724,2.245585,520416
1979-04-26,7.952724,7.952724,7.852564,7.892628,2.228614,889200
1979-04-27,7.872596,7.872596,7.812500,7.852564,2.217302,719472
1979-04-30,7.852564,7.892628,7.792468,7.872596,2.222960,467376
1979-05-01,7.872596,7.972756,7.872596,7.892628,2.228614,743808
1979-05-02,7.892628,7.972756,7.872596,7.972756,2.251240,534144
1979-05-03,7.972756,8.072917,7.952724,7.992788,2.256898,974688
1979-05-04,7.992788,8.012821,7.952724,7.972756,2.251240,529152
1979-05-07,7.912660,7.912660,7.792468,7.792468,2.200334,1006512
1979-05-08,7.792468,7.852564,7.772436,7.832532,2.211646,609024
1979-05-09,7.832532,7.892628,7.792468,7.892628,2.228614,764400
1979-05-10,7.892628,7.892628,7.852564,7.852564,2.217302,872352
1979-05-11,7.852564,7.892628,7.832532,7.872596,2.222960,491712
1979-05-14,7.812500,7.812500,7.772436,7.792468,2.200334,853632
1979-05-15,7.792468,7.832532,7.792468,7.812500,2.205990,297648
1979-05-16,7.812500,7.872596,7.812500,7.872596,2.222960,587808
1979-05-17,7.872596,8.032853,7.872596,8.012821,2.262554,839280
1979-05-18,7.992788,7.992788,7.932692,7.972756,2.251240,702624
1979-05-21,7.972756,8.092949,7.932692,8.032853,2.268210,663936
1979-05-22,8.032853,8.133013,7.992788,8.112981,2.290835,940992
1979-05-23,8.112981,8.273237,7.992788,7.992788,2.256898,459888
1979-05-24,7.992788,8.032853,7.932692,8.012821,2.262554,588432
1979-05-25,7.992788,7.992788,7.952724,7.952724,2.245585,541632
1979-05-29,7.952724,7.992788,7.932692,7.932692,2.239929,1225536
1979-05-30,7.932692,7.992788,7.912660,7.972756,2.251240,695136
1979-05-31,7.932692,7.932692,7.812500,7.872596,2.254684,1072032
1979-06-01,7.872596,7.932692,7.832532,7.872596,2.254684,541008
1979-06-04,7.872596,7.952724,7.852564,7.932692,2.271894,292656
1979-06-05,7.932692,8.072917,7.932692,8.052885,2.306317,579696
1979-06-06,8.052885,8.133013,7.992788,8.032853,2.300581,1057680
1979-06-07,8.032853,8.112981,8.032853,8.052885,2.306317,721968
1979-06-08,8.052885,8.052885,8.012821,8.032853,2.300581,783120
1979-06-11,8.012821,8.012821,7.932692,7.952724,2.277632,546624
1979-06-12,7.952724,7.992788,7.932692,7.932692,2.271894,973440
1979-06-13,7.932692,7.972756,7.892628,7.932692,2.271894,706368
1979-06-14,7.932692,7.952724,7.892628,7.912660,2.266157,514800
1979-06-15,7.912660,7.992788,7.912660,7.932692,2.271894,907296
1979-06-18,7.932692,7.932692,7.792468,7.872596,2.254684,625872
1979-06-19,7.872596,7.912660,7.832532,7.852564,2.248946,709488
1979-06-20,7.852564,7.852564,7.792468,7.812500,2.237472,550368
1979-06-21,7.812500,7.852564,7.692308,7.852564,2.248946,777504
1979-06-22,7.852564,7.932692,7.832532,7.892628,2.260420,612768
1979-06-25,7.892628,7.952724,7.872596,7.952724,2.277632,778752
1979-06-26,7.952724,8.032853,7.932692,7.952724,2.277632,955344
1979-06-27,7.952724,8.032853,7.952724,8.012821,2.294843,471744
1979-06-28,8.012821,8.052885,7.992788,8.032853,2.300581,378768
1979-06-29,8.032853,8.092949,7.972756,8.012821,2.294843,455520
1979-07-02,8.012821,8.012821,7.952724,7.972756,2.283369,669552
1979-07-03,7.972756,7.992788,7.952724,7.972756,2.283369,567840
1979-07-05,7.972756,7.992788,7.952724,7.992788,2.289106,1710384
1979-07-06,7.992788,8.072917,7.952724,8.032853,2.300581,789360
1979-07-09,8.072917,8.193109,8.072917,8.173077,2.340739,995280
1979-07-10,8.173077,8.233173,8.153045,8.153045,2.335003,1213680
1979-07-11,8.112981,8.112981,8.012821,8.072917,2.312055,619632
1979-07-12,8.072917,8.072917,8.032853,8.032853,2.300581,338208
1979-07-13,8.032853,8.052885,7.872596,8.052885,2.306317,350064
1979-07-16,8.052885,8.052885,7.972756,8.052885,2.306317,604032
1979-07-17,8.052885,8.193109,8.012821,8.072917,2.312055,1206192
1979-07-18,8.072917,8.072917,8.032853,8.072917,2.312055,873600
1979-07-19,8.072917,8.092949,8.032853,8.072917,2.312055,772512
1979-07-20,8.072917,8.072917,8.032853,8.052885,2.306317,620256
1979-07-23,8.052885,8.072917,8.012821,8.012821,2.294843,394992
1979-07-24,8.012821,8.092949,7.992788,8.092949,2.317792,460512
1979-07-25,8.092949,8.213141,8.092949,8.173077,2.340739,753792
1979-07-26,8.193109,8.293269,8.193109,8.253205,2.363688,1253616
1979-07-27,8.253205,8.273237,8.213141,8.253205,2.363688,583440
1979-07-30,8.253205,8.273237,8.233173,8.233173,2.357951,710736
1979-07-31,8.253205,8.333333,8.253205,8.273237,2.369426,701376
1979-08-01,8.273237,8.293269,8.253205,8.273237,2.369426,680784
1979-08-02,8.273237,8.273237,8.213141,8.233173,2.357951,461136
1979-08-03,8.233173,8.233173,8.173077,8.213141,2.352213,481728
1979-08-06,8.213141,8.253205,8.213141,8.253205,2.363688,370032
1979-08-07,8.253205,8.453526,8.253205,8.433494,2.415321,1090128
1979-08-08,8.473558,8.593750,8.473558,8.513622,2.438272,1330992
1979-08-09,8.513622,8.533654,8.453526,8.473558,2.426797,809952
1979-08-10,8.473558,8.653846,8.453526,8.653846,2.478430,602784
1979-08-13,8.673878,8.754006,8.673878,8.673878,2.484168,1016496
1979-08-14,8.673878,8.733974,8.673878,8.713942,2.495642,963456
1979-08-15,8.713942,8.814103,8.673878,8.794071,2.518590,902928
1979-08-16,8.794071,8.834135,8.733974,8.774038,2.512853,1399632
1979-08-17,8.774038,8.834135,8.733974,8.774038,2.512853,706368
1979-08-20,8.774038,8.814103,8.713942,8.794071,2.518590,456768
1979-08-21,8.794071,8.794071,8.733974,8.774038,2.512853,570336
1979-08-22,8.774038,9.094551,8.693910,8.693910,2.489905,353808
1979-08-23,8.693910,8.713942,8.613782,8.613782,2.466955,848640
1979-08-24,8.593750,8.593750,8.473558,8.533654,2.444007,439296
1979-08-27,8.513622,8.513622,8.393429,8.453526,2.421059,1082640
1979-08-28,8.453526,8.493590,8.453526,8.453526,2.421059,366912
1979-08-29,8.453526,8.493590,8.453526,8.493590,2.432534,509184
1979-08-30,8.493590,8.533654,8.473558,8.513622,2.438272,333216
1979-08-31,8.513622,8.533654,8.493590,8.533654,2.444007,305760
1979-09-04,8.533654,8.553686,8.453526,8.473558,2.426797,589680
1979-09-05,8.453526,8.453526,8.353365,8.373397,2.398112,1170624
1979-09-06,8.373397,8.393429,8.333333,8.353365,2.392374,831792
1979-09-07,8.353365,8.353365,8.293269,8.353365,2.392374,343200
1979-09-10,8.353365,8.373397,8.293269,8.313301,2.380899,575328
1979-09-11,8.313301,8.313301,8.173077,8.193109,2.346477,831168
1979-09-12,8.193109,8.293269,8.153045,8.213141,2.352213,552864
1979-09-13,8.213141,8.253205,8.173077,8.173077,2.340739,548496
1979-09-14,8.173077,8.233173,8.153045,8.213141,2.352213,759408
1979-09-17,8.213141,8.273237,8.213141,8.273237,2.369426,1671072
1979-09-18,8.153045,8.153045,8.052885,8.112981,2.355467,1638624
1979-09-19,8.112981,8.153045,8.032853,8.072917,2.343835,884208
1979-09-20,8.072917,8.213141,8.052885,8.213141,2.384549,947856
1979-09-21,8.213141,8.253205,8.173077,8.213141,2.384549,594672
1979-09-24,8.213141,8.293269,8.173077,8.193109,2.378733,569712
1979-09-25,8.193109,8.233173,8.092949,8.233173,2.390363,514800
1979-09-26,8.233173,8.293269,8.153045,8.173077,2.372914,867984
1979-09-27,8.173077,8.213141,8.092949,8.193109,2.378733,1209312
1979-09-28,8.193109,8.193109,8.112981,8.133013,2.361283,463632
1979-10-01,8.092949,8.092949,8.052885,8.052885,2.338020,578448
1979-10-02,8.052885,8.173077,8.032853,8.173077,2.372914,1557504
1979-10-03,8.173077,8.213141,8.133013,8.153045,2.367099,490464
1979-10-04,8.153045,8.253205,8.112981,8.253205,2.396179,572208
1979-10-05,8.253205,8.373397,8.233173,8.313301,2.413626,1203072
1979-10-08,8.313301,8.313301,8.193109,8.213141,2.384549,1133808
1979-10-09,8.173077,8.173077,8.012821,8.032853,2.332203,1198080
1979-10-10,7.912660,7.912660,7.612179,7.892628,2.291491,1417104
1979-10-11,7.872596,7.872596,7.752404,7.812500,2.268227,988416
1979-10-12,7.812500,7.852564,7.772436,7.812500,2.268227,623376
1979-10-15,7.792468,7.792468,7.592147,7.672276,2.227517,811200
1979-10-16,7.672276,7.732372,7.632212,7.632212,2.215883,1086384
1979-10-17,7.632212,7.712340,7.592147,7.692308,2.233331,462384
1979-10-18,7.692308,7.712340,7.652244,7.652244,2.221701,594672
1979-10-19,7.652244,7.672276,7.512019,7.512019,2.180987,853008
1979-10-22,7.512019,7.592147,7.371795,7.532051,2.186804,554112
1979-10-23,7.532051,7.592147,7.512019,7.532051,2.186804,552864
1979-10-24,7.532051,7.592147,7.512019,7.532051,2.186804,878592
1979-10-25,7.552083,7.592147,7.552083,7.552083,2.192619,1009008
1979-10-26,7.592147,7.672276,7.592147,7.652244,2.221701,653328
1979-10-29,7.652244,7.752404,7.652244,7.652244,2.221701,667680
1979-10-30,7.672276,7.832532,7.672276,7.832532,2.274043,597168
1979-10-31,7.832532,7.852564,7.752404,7.752404,2.250780,517296
1979-11-01,7.752404,7.772436,7.712340,7.752404,2.250780,312000
1979-11-02,7.752404,7.792468,7.732372,7.732372,2.244965,267696
1979-11-05,7.712340,7.712340,7.672276,7.692308,2.233331,311376
1979-11-06,7.692308,7.692308,7.572115,7.572115,2.198436,604032
1979-11-07,7.552083,7.552083,7.431891,7.451923,2.163539,851136
1979-11-08,7.451923,7.512019,7.451923,7.512019,2.180987,511680
1979-11-09,7.512019,7.552083,7.471955,7.491987,2.175171,574704
1979-11-12,7.491987,7.652244,7.451923,7.652244,2.221701,585936
1979-11-13,7.652244,7.652244,7.491987,7.552083,2.192619,569712
1979-11-14,7.552083,7.572115,7.451923,7.471955,2.169356,940992
1979-11-15,7.471955,7.532051,7.451923,7.451923,2.163539,1033968
1979-11-16,7.451923,7.512019,7.411859,7.411859,2.151910,510432
1979-11-19,7.411859,7.471955,7.311699,7.311699,2.122828,1056432
1979-11-20,7.311699,7.371795,7.311699,7.331731,2.128644,658944
1979-11-21,7.331731,7.451923,7.211538,7.431891,2.157725,1293552
1979-11-23,7.431891,7.552083,7.431891,7.532051,2.186804,554736
1979-11-26,7.532051,7.652244,7.491987,7.632212,2.215883,1437696
1979-11-27,7.632212,7.652244,7.512019,7.532051,2.186804,1885104
1979-11-28,7.532051,7.552083,7.451923,7.532051,2.186804,697008
1979-11-29,7.552083,7.612179,7.552083,7.572115,2.198436,1046448
1979-11-30,7.451923,7.451923,7.371795,7.391827,2.178364,1053936
1979-12-03,7.391827,7.431891,7.331731,7.331731,2.160653,648336
1979-12-04,7.351763,7.411859,7.351763,7.351763,2.166557,1194336
1979-12-05,7.411859,7.491987,7.411859,7.431891,2.190172,805584
1979-12-06,7.431891,7.471955,7.411859,7.451923,2.196073,647088
1979-12-07,7.512019,7.592147,7.512019,7.512019,2.213785,1493856
1979-12-10,7.512019,7.632212,7.371795,7.471955,2.201978,894816
1979-12-11,7.471955,7.632212,7.471955,7.552083,2.225592,1482624
1979-12-12,7.552083,7.632212,7.512019,7.632212,2.249205,1037712
1979-12-13,7.632212,7.892628,7.632212,7.872596,2.320046,1138800
1979-12-14,7.872596,7.872596,7.732372,7.732372,2.278723,1469520
1979-12-17,7.832532,7.992788,7.832532,7.952724,2.343660,1528800
1979-12-18,7.932692,7.932692,7.792468,7.792468,2.296432,1169376
1979-12-19,7.792468,7.912660,7.792468,7.852564,2.314143,1304784
1979-12-20,7.852564,7.892628,7.812500,7.892628,2.325949,942240
1979-12-21,7.892628,8.052885,7.892628,8.052885,2.373177,1723488
1979-12-24,8.052885,8.112981,8.012821,8.092949,2.384984,648336
1979-12-26,8.092949,8.112981,8.052885,8.092949,2.384984,359424
1979-12-27,8.092949,8.173077,8.032853,8.153045,2.402695,524784
1979-12-28,8.153045,8.173077,8.092949,8.153045,2.402695,687648
1979-12-31,8.153045,8.153045,8.092949,8.112981,2.390886,308256
1980-01-02,8.112981,8.133013,7.812500,7.812500,2.302336,929136
1980-01-03,7.812500,7.932692,7.672276,7.912660,2.331852,1148160
1980-01-04,7.992788,8.193109,7.992788,8.173077,2.408597,1069536
1980-01-07,8.173077,8.573718,8.112981,8.453526,2.491245,1314768
1980-01-08,8.473558,8.754006,8.473558,8.754006,2.579797,1539408
1980-01-09,8.754006,8.894231,8.653846,8.653846,2.550278,3125616
1980-01-10,8.653846,8.754006,8.573718,8.693910,2.562087,1488240
1980-01-11,8.693910,8.713942,8.593750,8.673878,2.556183,624000
1980-01-14,8.673878,8.733974,8.633814,8.673878,2.556183,2034240
1980-01-15,8.673878,8.673878,8.433494,8.473558,2.497150,829920
1980-01-16,8.513622,8.633814,8.513622,8.573718,2.526665,2041728
1980-01-17,8.573718,8.593750,8.533654,8.573718,2.526665,521664
1980-01-18,8.573718,8.593750,8.473558,8.573718,2.526665,1064544
1980-01-21,8.573718,8.814103,8.513622,8.754006,2.579797,1463904
1980-01-22,8.754006,8.794071,8.593750,8.593750,2.532570,758784
1980-01-23,8.593750,8.774038,8.533654,8.774038,2.585701,948480
1980-01-24,8.774038,8.874199,8.754006,8.754006,2.579797,1727856
1980-01-25,8.754006,8.794071,8.733974,8.794071,2.591604,1225536
1980-01-28,8.794071,8.894231,8.754006,8.874199,2.615218,820560
1980-01-29,8.874199,8.894231,8.673878,8.713942,2.567991,1040208
1980-01-30,8.713942,9.014423,8.713942,9.014423,2.656541,1096368
1980-01-31,9.014423,9.214744,8.774038,8.814103,2.597508,1573104
1980-02-01,8.814103,9.014423,8.754006,8.954327,2.638830,1069536
1980-02-04,8.954327,9.034455,8.794071,8.814103,2.597508,1243008
1980-02-05,8.814103,8.934295,8.814103,8.934295,2.632929,537264
1980-02-06,8.934295,9.014423,8.774038,9.014423,2.656541,873600
1980-02-07,9.014423,9.014423,8.834135,8.854167,2.609314,1064544
1980-02-08,8.854167,8.894231,8.774038,8.774038,2.585701,1988688
1980-02-11,8.774038,8.854167,8.613782,8.673878,2.556183,1797120
1980-02-12,8.673878,8.713942,8.613782,8.713942,2.567991,748800
1980-02-13,8.774038,8.874199,8.774038,8.794071,2.591604,1935648
1980-02-14,8.774038,8.774038,8.593750,8.653846,2.550278,962832
1980-02-15,8.573718,8.573718,8.253205,8.433494,2.485341,1504464
1980-02-19,8.393429,8.393429,8.273237,8.313301,2.449921,941616
1980-02-20,8.313301,8.413462,8.313301,8.373397,2.467632,1158144
1980-02-21,8.373397,8.393429,8.173077,8.213141,2.420404,1290432
1980-02-22,8.213141,8.213141,8.112981,8.112981,2.390886,1191840
1980-02-25,8.092949,8.092949,7.952724,7.992788,2.355467,1119456
1980-02-26,7.992788,8.112981,7.992788,8.112981,2.390886,846144
1980-02-27,8.112981,8.173077,7.972756,7.992788,2.355467,1077024
1980-02-28,7.992788,8.012821,7.832532,7.972756,2.349563,914160
1980-02-29,7.972756,8.072917,7.872596,8.052885,2.407045,1093872
1980-03-03,8.052885,8.133013,7.992788,7.992788,2.389082,853008
1980-03-04,7.992788,7.992788,7.912660,7.972756,2.383094,826800
1980-03-05,7.972756,7.992788,7.812500,7.852564,2.347168,1288560
1980-03-06,7.832532,7.832532,7.712340,7.752404,2.317229,1266720
1980-03-07,7.752404,7.852564,7.732372,7.792468,2.329207,1172496
1980-03-10,7.792468,7.872596,7.732372,7.812500,2.335193,1383408
1980-03-11,7.812500,7.912660,7.752404,7.852564,2.347168,831792
1980-03-12,7.832532,7.832532,7.712340,7.812500,2.335193,771264
1980-03-13,7.752404,7.752404,7.652244,7.692308,2.299267,1114464
1980-03-14,7.692308,7.732372,7.652244,7.672276,2.293279,1440192
1980-03-17,7.652244,7.652244,7.491987,7.491987,2.239389,932880
1980-03-18,7.491987,7.592147,7.471955,7.592147,2.269330,1413360
1980-03-19,7.572115,7.572115,7.451923,7.451923,2.227414,1579968
1980-03-20,7.451923,7.491987,7.331731,7.331731,2.191489,1355328
1980-03-21,7.331731,7.411859,7.311699,7.411859,2.215439,1125696
1980-03-24,7.411859,7.411859,7.251603,7.271635,2.173525,1587456
1980-03-25,7.271635,7.331731,7.211538,7.271635,2.173525,2254512
1980-03-26,7.271635,7.371795,7.271635,7.291667,2.179515,826800
1980-03-27,7.291667,7.291667,7.051282,7.251603,2.167538,1273584
1980-03-28,7.351763,7.652244,7.351763,7.652244,2.287291,685152
1980-03-31,7.652244,7.732372,7.592147,7.712340,2.305255,878592
1980-04-01,7.712340,7.812500,7.512019,7.572115,2.263341,901056
1980-04-02,7.572115,7.672276,7.552083,7.612179,2.275315,660816
1980-04-03,7.632212,7.752404,7.632212,7.752404,2.317229,537888
1980-04-07,7.712340,7.712340,7.431891,7.451923,2.227414,1583088
1980-04-08,7.451923,7.532051,7.331731,7.491987,2.239389,962832
1980-04-09,7.491987,7.552083,7.451923,7.532051,2.251364,879840
1980-04-10,7.532051,7.632212,7.532051,7.632212,2.281304,480480
1980-04-11,7.632212,7.672276,7.592147,7.612179,2.275315,941616
1980-04-14,7.612179,7.672276,7.572115,7.632212,2.281304,477360
1980-04-15,7.632212,7.652244,7.612179,7.632212,2.281304,645840
1980-04-16,7.632212,7.672276,7.411859,7.431891,2.221428,1244880
1980-04-17,7.431891,7.451923,7.331731,7.331731,2.191489,643968
1980-04-18,7.331731,7.411859,7.171474,7.171474,2.143586,708240
1980-04-21,7.171474,7.231571,7.131410,7.171474,2.143586,843024
1980-04-22,7.211538,7.371795,7.211538,7.331731,2.191489,1541904
1980-04-23,7.371795,7.491987,7.371795,7.411859,2.215439,770640
1980-04-24,7.411859,7.552083,7.391827,7.471955,2.233402,560976
1980-04-25,7.471955,7.532051,7.411859,7.532051,2.251364,496080
1980-04-28,7.572115,7.632212,7.572115,7.572115,2.263341,825552
1980-04-29,7.572115,7.632212,7.572115,7.592147,2.269330,481728
1980-04-30,7.592147,7.612179,7.512019,7.612179,2.275315,544752
1980-05-01,7.612179,7.632212,7.411859,7.411859,2.215439,515424
1980-05-02,7.411859,7.431891,7.331731,7.351763,2.197477,1254240
1980-05-05,7.351763,7.431891,7.331731,7.431891,2.221428,502320
1980-05-06,7.431891,7.512019,7.411859,7.431891,2.221428,1436448
1980-05-07,7.431891,7.672276,7.411859,7.612179,2.275315,1347216
1980-05-08,7.612179,7.632212,7.532051,7.552083,2.257353,534768
1980-05-09,7.552083,7.552083,7.451923,7.512019,2.245378,541008
